cpu_cores_total,cpu_watts,gpu_cores_total,gpu_vram_total_gb,gpu_watts,ram_total_gb,cpu_cores_used,gpu_cores_used,gpu_vram_used_gb,ram_used_gb,current_cpu_power_w,current_gpu_power_w,req_cpu_cores,req_gpu_cores,req_gpu_vram_gb,req_ram_gb
64,125,4096,16,300,128,8,2905,10.0,11.8,15.62,212.77,9,285,3.1,20.3
32,250,8192,8,200,512,3,1355,2.3,483.0,23.44,33.08,18,1206,1.2,511.5
16,180,10240,8,300,512,3,966,1.1,84.8,33.75,28.3,8,7665,5.3,139.2
8,125,10240,24,300,256,4,7392,1.9,96.3,62.5,216.56,10,10910,24.0,15.7
24,125,2048,8,300,512,2,1644,1.5,268.0,10.42,240.82,8,453,1.3,190.5
24,95,2048,8,200,64,7,629,3.6,25.8,27.71,61.43,2,516,8.6,14.1
24,95,8192,48,200,64,7,4268,14.1,7.1,27.71,104.2,6,2471,21.9,19.1
8,95,8192,16,350,512,4,3842,10.2,117.6,47.5,164.15,1,735,7.6,417.8
16,95,8192,48,200,128,12,3262,4.8,5.3,71.25,79.64,5,689,9.9,28.2
32,125,4096,24,450,64,5,629,14.9,5.1,19.53,69.1,9,1131,5.2,5.7
8,180,4096,48,350,64,2,1108,5.3,47.3,45.0,94.68,2,455,30.4,4.4
24,180,8192,24,200,64,4,2012,21.0,17.4,30.0,49.12,2,579,6.0,66.7
32,95,4096,8,450,512,4,708,6.6,210.4,11.88,77.78,3,625,1.6,142.0
24,125,4096,8,350,64,7,806,1.8,21.3,36.46,68.87,12,878,2.3,17.2
8,250,2048,48,200,512,5,706,16.6,109.8,156.25,68.95,8,1423,25.6,73.1
32,180,4096,48,450,256,8,1562,28.2,196.2,45.0,171.61,11,770,31.5,161.0
8,250,2048,48,200,512,1,217,12.2,146.4,31.25,21.19,2,598,14.3,186.5
32,180,4096,16,450,512,9,2502,2.9,220.9,50.62,274.88,4,2147,5.6,87.6
8,125,2048,48,450,64,3,1937,13.7,10.3,46.88,425.61,4,570,2.6,5.1
64,95,4096,48,350,512,36,1200,21.3,306.2,53.44,102.54,37,1538,6.1,53.1
8,180,8192,8,200,128,3,3287,2.4,29.7,67.5,80.25,2,1515,3.6,100.4
24,95,4096,48,200,128,7,1064,12.1,101.7,27.71,51.95,7,2631,12.6,143.7
32,250,4096,48,200,512,3,620,7.2,40.0,23.44,30.27,15,1048,4.4,94.7
32,250,10240,8,200,128,2,1243,1.7,30.7,15.62,24.28,6,547,2.0,20.9
32,250,2048,16,350,64,1,335,7.7,15.9,7.81,57.25,7,1555,3.5,60.8
32,180,4096,48,300,128,9,1057,25.3,21.1,50.62,77.42,3,2644,55.1,11.0
32,125,2048,24,350,64,16,631,5.5,17.6,62.5,107.84,21,186,6.6,14.6
24,125,2048,16,200,128,9,272,11.0,1.4,46.88,26.56,5,287,8.6,108.1
32,250,4096,48,200,512,25,962,13.5,103.8,195.31,46.97,3,640,2.4,582.9
8,125,10240,8,350,128,4,8081,3.9,17.6,62.5,276.21,3,2181,0.8,153.1
16,180,2048,8,200,64,4,599,2.3,19.7,45.0,58.5,5,373,1.4,19.3
24,125,8192,24,450,64,1,3882,4.5,8.3,5.21,213.24,6,798,10.0,14.3
16,180,10240,8,300,512,4,3893,2.8,97.9,45.0,114.05,16,6958,0.6,95.7
24,250,2048,48,200,64,8,359,6.2,19.3,83.33,35.06,3,1310,4.4,13.7
16,95,2048,48,450,256,3,898,8.9,118.1,17.81,197.31,4,760,13.1,53.6
64,125,10240,24,300,128,21,1090,13.2,2.7,41.02,31.93,7,2617,12.5,116.9
64,250,2048,24,450,64,58,817,1.9,11.3,226.56,179.52,30,354,1.9,17.7
8,250,8192,48,200,128,5,2691,5.9,26.2,156.25,65.7,5,1140,25.9,37.1
16,250,2048,16,200,128,4,1245,4.1,26.4,62.5,121.58,4,178,4.1,37.2
32,125,4096,8,350,128,5,2350,0.3,7.8,19.53,200.81,4,1113,0.4,61.5
8,125,4096,48,450,64,1,249,8.8,10.0,15.62,27.36,2,512,8.9,14.2
32,125,4096,24,300,64,7,2840,15.4,12.2,27.34,208.01,8,514,2.2,11.5
64,95,4096,48,350,512,25,1748,14.6,335.8,37.11,149.37,19,507,4.2,282.5
8,250,2048,8,200,64,3,772,0.6,15.8,93.75,75.39,7,1047,1.7,18.1
64,180,10240,8,350,512,16,3025,3.1,242.9,45.0,103.39,18,2413,8.5,543.3
16,95,8192,24,200,128,3,6001,17.8,38.4,17.81,146.51,16,1064,16.1,35.6
24,95,4096,8,450,128,5,615,3.4,38.4,19.79,67.57,23,3680,7.9,34.4
24,250,2048,48,200,64,2,1591,24.5,25.3,20.83,155.37,5,220,55.5,14.4
16,250,8192,16,350,256,2,1777,6.1,23.3,31.25,75.92,3,1721,2.0,27.8
24,125,8192,24,450,64,4,2507,11.4,13.4,20.83,137.71,7,1558,3.6,15.9
32,95,4096,8,450,512,7,1115,3.1,197.0,20.78,122.5,7,880,0.8,163.5
24,125,10240,48,200,128,7,852,14.2,80.9,36.46,16.64,3,1249,7.5,17.6
24,250,2048,8,350,256,2,186,5.9,192.3,20.83,31.79,6,223,1.4,57.5
64,180,10240,8,350,512,9,4341,1.8,239.7,25.31,148.37,4,8335,0.6,123.0
32,125,2048,8,450,256,19,869,3.6,49.9,74.22,190.94,6,1359,1.1,74.7
64,125,8192,24,200,512,2,3150,6.0,75.5,3.91,76.9,7,1873,1.3,151.2
64,95,2048,24,450,64,5,1497,5.0,6.6,7.42,328.93,64,832,2.7,9.4
8,180,10240,8,200,64,2,2181,1.8,24.9,45.0,42.6,5,609,1.2,20.8
64,125,8192,24,200,512,27,1232,8.5,79.5,52.73,30.08,17,915,3.3,55.7
16,95,4096,24,300,128,8,1990,3.8,26.4,47.5,145.75,2,371,1.7,68.6
64,180,10240,16,300,64,12,2995,4.9,11.4,33.75,87.74,37,1814,0.8,6.4
32,250,2048,16,450,64,4,1090,1.9,32.5,31.25,239.5,21,470,7.3,13.0
16,125,8192,16,200,512,1,1677,14.6,89.7,7.81,40.94,18,702,3.6,156.0
16,250,2048,24,200,256,8,471,5.1,13.4,125.0,46.0,2,429,13.0,63.5
8,180,8192,8,200,128,1,3756,2.7,41.1,22.5,91.7,1,1535,2.2,62.2
24,125,10240,24,200,256,9,3149,7.3,37.7,46.88,61.5,12,594,2.5,87.6
24,95,8192,24,200,128,2,3126,3.0,110.1,7.92,76.32,8,1773,25.9,35.9
8,250,10240,8,300,512,0,1978,2.1,313.2,0.0,57.95,3,1633,1.2,452.9
8,125,2048,24,300,512,1,443,11.9,66.5,15.62,64.89,3,473,1.3,103.3
32,250,4096,16,200,256,2,635,2.9,112.7,15.62,31.01,7,473,3.3,96.2
24,95,4096,8,450,128,8,685,4.5,86.8,31.67,75.26,11,379,1.2,8.1
16,95,4096,24,450,256,7,2151,7.8,176.7,41.56,236.32,4,579,6.2,99.3
64,180,8192,48,200,128,40,5152,7.7,18.5,112.5,125.78,15,2460,8.0,39.4
24,125,2048,16,200,128,8,237,3.9,77.6,41.67,23.14,5,1838,2.9,16.4
8,125,2048,48,450,64,0,872,4.0,52.5,0.0,191.6,1,447,4.2,3.6
32,125,2048,24,350,256,4,299,18.6,208.6,15.62,51.1,8,1423,5.1,32.3
16,180,2048,16,450,64,1,627,2.4,34.0,11.25,137.77,2,2357,4.0,10.6
16,180,8192,24,300,128,6,747,0.2,45.1,67.5,27.36,8,3840,3.5,28.9
8,250,4096,16,200,64,1,1517,0.7,23.1,31.25,74.07,3,476,2.8,27.6
16,95,2048,48,450,256,0,1036,23.9,64.3,0.0,227.64,19,1241,5.1,49.8
64,250,10240,8,300,128,2,6358,1.9,10.7,7.81,186.27,11,9112,8.6,35.3
32,95,10240,24,300,64,11,3015,3.7,12.4,32.66,88.33,18,10989,12.0,30.1
16,180,4096,16,350,64,2,1360,2.3,13.8,22.5,116.21,13,2616,18.9,12.2
32,180,4096,8,300,256,10,1475,1.1,184.3,56.25,108.03,10,235,2.2,46.3
24,125,4096,8,350,64,12,1992,3.6,17.6,62.5,170.21,4,775,1.3,16.2
64,180,8192,48,200,128,8,2249,15.4,59.5,22.5,54.91,13,1095,14.0,69.8
16,125,4096,48,200,256,5,2738,7.6,31.6,39.06,133.69,3,1877,8.7,52.7
32,180,10240,8,200,128,14,2443,6.2,39.2,78.75,47.71,9,2514,4.0,9.1
24,95,8192,24,300,128,6,1843,18.6,54.3,23.75,67.49,6,1906,5.4,30.0
16,95,8192,24,200,128,7,1850,4.3,45.2,41.56,45.17,5,4790,2.9,79.3
16,180,4096,16,350,64,1,755,2.1,19.0,11.25,64.51,6,347,2.1,12.8
32,250,2048,16,350,64,4,613,12.7,8.3,31.25,104.76,9,965,4.2,4.1
32,250,2048,8,300,256,2,1310,1.4,129.9,15.62,191.89,3,195,0.5,69.5
32,180,4096,48,300,128,7,265,12.2,57.7,39.38,19.41,8,839,5.3,22.1
24,125,8192,24,450,64,8,1584,5.3,3.9,41.67,87.01,6,1759,6.8,13.2
24,95,2048,16,200,256,6,726,0.7,114.4,23.75,70.9,4,791,4.1,51.7
64,125,4096,16,300,128,5,1062,3.6,21.7,9.77,77.78,5,618,3.7,18.9
24,250,10240,24,350,64,5,1525,6.9,55.0,52.08,52.12,17,1987,1.8,17.4
24,125,2048,48,200,128,7,597,14.1,68.3,36.46,58.3,7,1335,16.3,34.3
32,125,8192,24,300,256,14,3936,6.2,74.0,54.69,144.14,8,3110,4.8,41.1
64,180,10240,16,300,256,26,393,12.0,68.8,73.12,11.51,6,2851,5.8,24.9
24,95,4096,48,200,128,14,2744,44.0,50.1,55.42,133.98,9,1988,10.9,25.2
8,180,4096,48,350,64,2,1573,4.6,25.5,45.0,134.41,10,596,41.7,18.2
32,180,4096,16,450,512,20,499,4.8,288.3,112.5,54.82,4,2239,3.9,273.8
32,250,10240,8,200,128,11,2658,1.7,106.0,85.94,51.91,10,11268,1.3,36.1
64,180,2048,24,450,512,24,1426,10.1,317.8,67.5,313.33,18,233,5.6,85.2
16,250,2048,48,300,512,3,245,31.1,209.7,46.88,35.89,3,726,7.3,45.1
8,125,8192,8,450,512,1,453,0.8,229.6,15.62,24.88,1,1439,1.6,116.9
32,125,8192,24,300,256,17,2821,1.9,57.7,66.41,103.31,4,504,5.1,96.8
24,95,2048,16,300,64,5,1123,4.7,29.2,19.79,164.5,4,1218,7.6,28.6
24,125,8192,24,350,64,3,4169,8.1,36.5,15.62,178.12,9,1670,2.8,20.1
32,180,4096,8,300,256,8,746,2.5,50.2,45.0,54.64,37,484,3.5,24.5
32,250,4096,48,200,512,6,301,2.8,121.5,46.88,14.7,8,3946,22.4,124.5
32,125,10240,16,300,64,6,1368,9.6,18.8,23.44,40.08,7,1684,17.8,15.2
24,125,2048,16,200,128,7,420,2.0,64.8,36.46,41.02,4,497,6.6,28.1
64,95,2048,48,200,512,2,412,13.0,28.6,2.97,40.23,18,1810,3.3,27.9
32,250,2048,16,350,64,11,377,8.0,14.0,85.94,64.43,13,1139,8.8,7.8
32,95,4096,48,200,64,18,2334,12.0,9.0,53.44,113.96,8,1765,8.8,21.9
64,95,4096,48,350,512,7,1198,6.5,19.5,10.39,102.37,18,370,11.3,511.5
24,250,2048,8,350,256,5,867,1.6,78.1,52.08,148.17,21,371,1.2,42.6
32,95,4096,48,350,512,3,2331,9.2,80.1,8.91,199.18,5,1927,8.9,148.6
24,180,10240,24,450,64,5,2584,6.3,21.1,37.5,113.55,11,768,1.8,72.7
24,125,2048,8,300,256,14,186,1.7,84.7,72.92,27.25,6,156,2.0,50.5
64,95,4096,8,300,128,3,1609,1.9,11.9,4.45,117.85,19,375,5.6,8.1
8,180,8192,48,450,128,1,1489,11.2,53.3,22.5,81.79,5,9081,10.9,150.1
24,125,2048,48,200,128,8,1002,19.2,5.3,41.67,97.85,10,644,2.5,24.9
64,95,4096,48,350,512,42,953,17.9,224.8,62.34,81.43,16,915,25.0,115.3
64,125,8192,24,200,512,28,3946,4.7,142.8,54.69,96.34,67,2349,5.0,137.3
64,180,10240,16,300,64,9,6368,10.8,13.7,25.31,186.56,18,1102,6.0,74.1
8,180,8192,48,450,128,2,3651,5.0,107.6,45.0,200.56,3,3699,54.0,17.2
16,125,8192,16,200,512,4,65,9.4,54.6,31.25,1.59,7,1419,8.8,43.9
16,250,8192,16,350,256,2,1632,4.1,8.9,31.25,69.73,5,1454,12.6,13.4
16,125,8192,16,200,512,4,2484,2.5,52.6,31.25,60.64,9,1942,13.2,107.2
32,250,8192,8,450,256,16,2275,1.1,19.7,125.0,124.97,7,2078,6.7,75.0
8,95,4096,48,200,512,2,656,2.3,255.4,23.75,32.03,7,586,25.8,102.5
64,250,4096,24,450,128,24,1079,5.2,98.9,93.75,118.54,25,533,16.6,19.1
8,250,2048,48,200,512,4,820,28.7,203.9,125.0,80.08,5,1218,12.7,35.7
32,250,2048,16,350,64,2,675,3.9,10.1,15.62,115.36,6,266,4.0,53.1
24,95,8192,16,200,256,0,5731,2.2,83.0,0.0,139.92,2,9513,4.3,201.4
8,125,8192,8,450,512,5,6908,1.7,147.3,78.12,379.47,2,5063,3.5,77.1
8,250,2048,48,200,512,1,839,19.8,72.7,31.25,81.93,1,208,10.4,29.0
64,95,4096,8,350,128,25,3321,5.7,80.2,37.11,283.78,10,1187,2.7,36.8
8,250,2048,8,200,64,1,803,1.8,5.8,31.25,78.42,3,446,6.1,3.3
64,250,8192,24,200,512,32,2772,11.2,138.3,125.0,67.68,13,841,5.6,325.3
64,250,10240,8,300,128,3,1004,2.3,36.9,11.72,29.41,14,945,1.8,26.0
16,180,2048,8,200,64,3,816,1.9,33.1,33.75,79.69,4,439,0.8,6.4
16,250,2048,16,200,128,9,782,3.2,21.3,140.62,76.37,4,1623,0.8,15.5
8,250,2048,48,200,512,1,1470,8.4,242.3,31.25,143.55,2,180,8.5,145.7
64,250,10240,48,300,512,7,1910,31.1,143.9,27.34,55.96,6,2416,2.5,432.7
24,125,10240,48,350,512,7,1539,21.3,73.3,36.46,52.6,6,8580,8.7,295.9
32,180,4096,48,300,128,18,1039,17.5,65.1,101.25,76.1,23,1709,11.4,34.4
32,250,2048,8,300,256,9,519,1.3,88.2,70.31,76.03,6,359,1.4,48.0
64,125,4096,16,300,128,50,2187,2.6,47.2,97.66,160.18,12,1150,2.9,19.9
24,95,8192,16,200,256,7,1736,2.3,70.0,27.71,42.38,9,1935,1.6,17.3
64,95,4096,8,300,128,19,693,2.2,21.8,28.2,50.76,12,1595,5.8,38.3
8,250,8192,8,300,256,1,4119,0.4,197.8,31.25,150.84,8,4614,1.8,34.4
64,95,10240,48,200,512,22,2357,28.6,427.9,32.66,46.04,18,3580,13.9,34.9
8,250,10240,8,300,512,3,647,2.7,118.7,93.75,18.96,5,3692,0.8,127.0
24,95,8192,24,350,64,8,715,7.9,15.4,31.67,30.55,2,1386,4.9,33.4
8,250,2048,24,200,512,0,792,9.1,441.1,0.0,77.34,2,272,3.1,26.8
64,180,10240,16,300,256,8,1708,5.4,56.9,22.5,50.04,31,948,4.6,59.3
8,125,10240,24,300,256,6,2393,13.2,32.3,93.75,70.11,2,2281,2.1,66.9
8,250,10240,24,350,512,6,2911,2.6,18.3,187.5,99.5,4,5937,17.6,127.0
8,250,10240,24,350,512,3,1394,2.0,155.5,93.75,47.65,1,731,4.1,29.6
64,95,4096,16,300,128,27,1425,3.0,48.8,40.08,104.37,14,1283,1.6,116.4
64,125,4096,16,300,128,11,740,3.4,20.4,21.48,54.2,8,440,10.5,19.5
32,125,2048,48,200,64,14,267,11.7,14.9,54.69,26.07,9,2125,10.5,6.1
64,250,10240,8,300,128,9,4013,1.5,46.5,35.16,117.57,7,957,0.8,22.0
64,125,2048,24,450,512,35,1750,9.2,218.9,68.36,384.52,62,2362,11.5,106.9
8,250,10240,24,200,128,2,5039,4.6,18.2,62.5,98.42,1,1472,6.5,31.0
8,125,4096,48,450,64,7,1449,20.7,10.8,109.38,159.19,3,1041,30.7,43.8
32,125,8192,16,300,64,5,1149,7.9,13.9,19.53,42.08,32,1955,2.1,14.3
24,125,8192,24,350,64,0,5319,7.8,15.4,0.0,227.25,3,2064,8.3,8.6
16,250,8192,16,300,256,0,456,2.7,178.7,0.0,16.7,2,5283,8.8,46.8
64,95,2048,48,200,512,20,948,13.1,390.5,29.69,92.58,40,529,3.5,152.7
8,180,4096,16,350,512,3,760,9.8,455.7,67.5,64.94,2,240,17.0,28.7
24,125,8192,24,350,64,8,1039,12.6,25.1,41.67,44.39,18,2779,9.3,68.6
24,250,2048,8,350,256,5,1179,1.4,233.5,52.08,201.49,10,351,1.2,48.7
64,125,2048,24,450,512,4,567,1.3,254.9,7.81,124.58,16,371,6.8,86.7
32,95,4096,8,450,512,23,2198,1.5,192.6,68.28,241.48,13,713,1.4,336.0
24,95,4096,48,200,128,4,923,18.2,41.6,15.83,45.07,7,460,14.3,51.2
64,95,10240,24,200,512,32,8488,6.0,215.2,47.5,165.78,11,2869,2.0,313.1
32,125,8192,16,300,64,12,1321,1.7,9.5,46.88,48.38,3,2382,3.4,16.4
32,95,10240,24,300,64,25,994,22.4,22.9,74.22,29.12,3,3062,16.5,4.3
64,95,4096,8,300,256,51,1395,2.7,111.9,75.7,102.17,19,2501,6.2,20.4
24,95,2048,16,300,64,1,1578,4.8,38.0,3.96,231.15,5,1153,3.9,9.2
64,95,4096,16,300,128,13,1553,12.0,11.1,19.3,113.75,9,4205,1.0,138.6
8,250,4096,16,200,128,1,1974,0.8,82.6,31.25,96.39,2,1057,6.2,68.4
32,250,10240,8,200,128,28,4321,0.8,41.7,218.75,84.39,7,3254,8.6,60.2
64,95,4096,8,350,128,15,2095,2.2,62.0,22.27,179.02,31,475,8.3,37.0
24,125,4096,8,200,512,10,1351,1.1,123.9,52.08,65.97,4,807,1.8,384.3
64,95,10240,48,200,512,6,2787,38.0,170.9,8.91,54.43,8,1310,56.7,32.6
24,95,2048,16,450,512,6,661,3.5,187.2,23.75,145.24,12,390,2.6,53.9
32,125,10240,16,350,256,9,7032,4.6,113.5,35.16,240.35,16,2034,1.9,32.7
24,95,8192,24,300,128,5,2807,3.5,75.1,19.79,102.8,15,951,15.4,15.1
32,125,8192,24,300,256,5,6915,6.5,62.5,19.53,253.23,24,3430,1.7,27.5
24,125,2048,16,200,128,5,203,13.4,17.0,26.04,19.82,3,274,3.0,122.5
64,95,4096,8,350,128,23,2022,3.9,30.3,34.14,172.78,18,4333,0.8,56.5
16,95,8192,24,200,128,1,2791,2.4,44.3,5.94,68.14,4,1563,6.7,28.5
32,250,8192,24,300,64,29,5497,10.1,25.5,226.56,201.31,3,1362,26.1,10.5
24,95,2048,8,200,64,5,473,1.7,24.7,19.79,46.19,7,142,1.3,28.1
24,250,10240,24,350,64,6,8062,5.1,2.6,62.5,275.56,4,11632,6.5,8.6
16,180,2048,16,450,64,2,545,1.3,19.1,22.5,119.75,9,860,1.5,3.9
16,180,10240,16,450,128,6,5252,3.6,32.1,67.5,230.8,18,1221,9.6,22.1
32,95,4096,8,450,512,29,2575,1.6,116.1,86.09,282.9,8,1217,6.6,150.0
24,180,10240,24,450,64,17,2413,5.2,9.8,127.5,106.04,7,2590,4.0,12.8
8,125,10240,8,350,64,2,2138,6.7,3.1,31.25,73.08,3,1234,2.5,20.4
16,125,8192,16,200,512,3,2148,6.5,118.3,23.44,52.44,5,5407,4.1,135.0
8,125,10240,8,350,64,1,3814,1.1,21.3,15.62,130.36,2,861,2.0,9.2
64,95,2048,48,200,512,23,951,10.6,176.8,34.14,92.87,8,1428,12.2,124.1
64,250,10240,8,300,128,11,4651,2.4,34.0,42.97,136.26,13,1348,0.9,25.2
8,180,4096,48,350,64,1,1581,12.9,12.6,22.5,135.1,4,1517,10.8,10.8
16,180,2048,8,300,64,10,260,5.7,31.3,112.5,38.09,4,299,2.0,27.7
8,95,2048,24,300,64,1,394,7.0,14.2,11.88,57.71,9,283,26.0,10.8
24,95,8192,24,300,128,9,4879,2.0,34.8,35.62,178.67,7,2313,3.3,15.5
16,250,2048,16,200,128,4,539,7.6,46.5,62.5,52.64,4,232,15.1,17.8
24,125,10240,48,350,512,0,4938,20.8,365.1,0.0,168.78,4,993,5.4,25.8
16,180,4096,16,350,64,9,1837,5.5,38.1,101.25,156.97,4,551,2.3,11.7
16,180,10240,8,300,512,6,4713,0.5,53.6,67.5,138.08,7,1214,1.5,75.4
32,250,4096,16,350,128,10,978,4.1,71.3,78.12,83.57,9,1192,3.1,24.8
64,95,4096,16,300,128,3,572,8.3,86.7,4.45,41.89,7,475,1.8,95.0
8,250,2048,8,200,64,1,1100,2.7,30.7,31.25,107.42,3,2350,2.3,3.7
16,95,4096,24,450,256,7,987,8.0,156.0,41.56,108.44,3,766,3.3,201.4
64,95,4096,16,300,128,33,2155,0.1,14.4,48.98,157.84,45,516,3.5,71.8
64,125,10240,48,200,512,12,4545,9.6,340.7,23.44,88.77,11,1672,32.9,275.4
32,250,2048,16,450,64,27,1781,12.1,26.9,210.94,391.33,2,788,0.8,9.5
8,250,2048,48,200,512,4,656,30.4,58.7,125.0,64.06,3,431,15.9,124.1
32,95,8192,8,300,128,8,5967,7.1,32.0,23.75,218.52,9,1746,2.1,25.3
8,125,4096,48,450,64,3,1290,19.0,16.3,46.88,141.72,7,577,6.8,16.8
32,250,8192,8,450,256,4,575,2.0,48.0,31.25,31.59,10,4960,1.4,48.7
24,95,8192,16,450,64,19,2618,0.6,33.8,75.21,143.81,3,2207,16.4,32.6
8,125,4096,16,200,128,1,1452,7.2,60.2,15.62,70.9,1,743,4.5,23.4
16,180,4096,48,200,128,7,865,4.3,91.6,78.75,42.24,3,749,6.2,68.8
24,95,8192,24,350,64,0,5907,5.7,14.0,0.0,252.37,4,1261,1.5,15.8
64,125,10240,48,200,512,22,5032,36.4,115.4,42.97,98.28,44,2482,4.6,605.6
32,250,2048,16,450,64,12,882,4.3,26.4,93.75,193.8,3,1937,4.6,35.7
24,250,2048,8,300,128,2,1087,0.6,18.9,20.83,159.23,3,1365,3.4,49.7
32,125,4096,24,300,64,13,151,5.6,19.1,50.78,11.06,7,1068,28.5,3.8
8,180,2048,16,450,64,1,181,2.1,10.9,22.5,39.77,3,426,6.5,15.2
32,180,8192,24,350,512,27,6652,7.2,167.4,151.88,284.2,8,2064,21.5,376.1
8,95,8192,24,450,512,1,4064,9.1,81.6,11.88,223.24,3,2498,4.4,40.0
24,95,8192,16,200,256,5,3515,1.4,48.9,19.79,85.82,5,3512,8.7,67.3
24,180,8192,24,200,64,3,1972,1.1,19.5,22.5,48.14,2,1795,1.7,67.6
32,125,2048,16,450,512,25,837,4.8,219.1,97.66,183.91,6,241,6.4,47.3
8,250,2048,8,200,64,6,496,2.8,3.2,187.5,48.44,5,224,3.6,41.3
16,125,8192,24,300,256,1,3299,7.5,117.1,7.81,120.81,17,426,4.5,139.9
64,125,8192,24,200,512,31,810,13.3,175.8,60.55,19.78,46,1241,2.4,85.7
16,95,4096,24,450,256,3,1154,21.7,85.3,17.81,126.78,10,1782,4.6,47.3
24,125,2048,8,300,256,5,661,1.0,65.6,26.04,96.83,21,896,1.3,79.3
8,95,4096,48,200,512,5,799,26.1,374.6,59.38,39.01,3,3325,3.3,36.8
8,250,8192,48,200,128,2,2560,13.7,52.9,62.5,62.5,4,3252,3.0,107.3
16,95,2048,48,450,256,0,1645,2.3,183.4,0.0,361.45,2,324,13.5,69.7
24,125,10240,24,200,256,16,5646,3.8,147.7,83.33,110.27,5,1637,6.0,30.1
8,125,4096,16,200,128,0,1621,5.4,43.5,0.0,79.15,2,727,10.6,20.1
8,95,8192,48,350,512,0,1985,22.2,255.4,0.0,84.81,1,1554,14.1,93.8
24,125,8192,24,350,64,11,1594,5.4,26.8,57.29,68.1,5,2230,2.1,7.4
24,95,2048,16,200,256,10,671,2.6,38.8,39.58,65.53,6,1134,1.6,56.8
32,250,2048,24,350,64,4,784,8.3,25.1,31.25,133.98,8,557,6.4,56.8
32,125,4096,24,200,64,5,3516,5.7,23.8,19.53,171.68,10,1133,10.7,38.4
32,125,8192,24,300,256,18,1007,4.3,108.4,70.31,36.88,9,9269,2.4,199.3
64,180,10240,16,300,256,51,8593,5.6,103.5,143.44,251.75,8,4260,5.5,75.5
64,125,8192,24,200,512,47,2483,6.6,41.4,91.8,60.62,45,5033,7.6,169.7
16,95,10240,16,300,64,7,5765,2.0,15.4,41.56,168.9,11,5554,12.1,14.8
64,95,2048,8,300,512,16,670,4.2,172.8,23.75,98.14,12,403,1.9,91.2
32,125,2048,16,300,128,10,349,10.6,72.3,39.06,51.12,35,226,2.7,33.1
64,95,8192,16,450,256,20,2133,3.5,130.7,29.69,117.17,76,1775,10.1,21.1
32,180,4096,8,300,256,17,2648,1.4,63.0,95.62,193.95,17,641,1.1,45.3
32,125,10240,16,350,256,11,8560,12.3,49.9,42.97,292.58,8,3015,2.5,70.0
24,125,10240,24,300,128,5,754,10.1,117.8,26.04,22.09,16,1120,3.5,31.9
16,180,10240,8,300,512,8,1519,5.2,124.1,90.0,44.5,4,2921,0.8,113.9
32,125,8192,24,300,256,8,2259,4.7,26.7,31.25,82.73,9,7551,7.1,44.9
24,95,8192,24,350,64,5,3458,5.6,10.2,19.79,147.74,5,5335,6.2,13.6
32,125,2048,48,200,64,9,1637,4.3,28.5,35.16,159.86,13,327,8.9,14.6
64,180,8192,48,200,128,5,2808,15.3,22.7,14.06,68.55,6,9104,45.0,10.9
16,95,4096,24,300,128,2,584,8.4,42.1,11.88,42.77,10,907,3.7,16.9
8,125,8192,48,300,512,0,1478,15.7,273.0,0.0,54.13,5,3911,13.2,263.6
64,180,10240,16,300,64,18,5093,1.5,4.9,50.62,149.21,6,1287,1.5,16.1
16,125,4096,48,200,256,1,1422,27.9,64.9,7.81,69.43,4,622,12.1,15.4
64,250,10240,48,300,512,20,1464,15.3,42.5,78.12,42.89,44,660,22.6,100.3
24,180,8192,24,200,64,4,2301,18.7,14.9,30.0,56.18,5,5546,6.7,5.8
8,250,10240,8,300,512,0,2208,1.2,5.0,0.0,64.69,1,1413,2.0,67.1
32,250,4096,48,200,512,11,1994,9.5,75.5,85.94,97.36,9,1452,4.7,341.2
32,125,2048,24,350,64,8,736,6.5,42.5,31.25,125.78,18,448,2.9,18.2
64,250,8192,48,200,512,39,2526,8.7,225.1,152.34,61.67,4,1816,53.7,94.6
24,125,2048,8,300,512,6,650,2.6,109.6,31.25,95.21,4,872,0.4,151.6
8,125,4096,16,200,128,4,1457,5.4,39.7,62.5,71.14,3,1058,2.9,65.6
32,125,4096,24,200,64,3,3349,1.8,24.1,11.72,163.53,8,370,24.8,14.3
24,95,8192,48,200,64,2,470,1.2,30.5,7.92,11.47,4,2791,4.8,11.6
64,95,10240,24,200,512,29,2948,6.6,162.2,43.05,57.58,25,2973,6.7,118.7
24,250,2048,24,300,512,11,1216,5.8,192.0,114.58,178.12,6,489,6.1,309.7
24,180,8192,48,350,512,8,1714,4.3,12.5,60.0,73.23,4,438,10.6,106.6
8,95,8192,16,350,512,3,3372,4.3,162.5,35.62,144.07,4,1408,14.2,146.3
8,125,10240,8,350,256,1,3519,3.4,147.1,15.62,120.28,2,799,0.6,72.8
24,180,8192,8,350,512,12,2254,5.0,72.8,90.0,96.3,6,1419,1.1,30.6
64,95,2048,24,450,64,25,690,5.0,27.6,37.11,151.61,70,194,12.0,13.7
8,250,8192,8,300,256,2,905,3.2,179.9,62.5,33.14,3,3521,1.9,15.5
32,250,10240,8,200,128,10,4592,4.6,73.3,78.12,89.69,7,2299,0.6,47.6
16,125,4096,48,200,256,2,556,15.0,16.9,15.62,27.15,3,581,10.8,61.8
32,125,4096,24,200,64,6,2903,7.3,29.0,23.44,141.75,4,586,6.0,8.6
