cpu_cores_total,cpu_watts,gpu_cores_total,gpu_vram_total_gb,gpu_watts,ram_total_gb,cpu_cores_used,gpu_cores_used,gpu_vram_used_gb,ram_used_gb,current_cpu_power_w,current_gpu_power_w,req_cpu_cores,req_gpu_cores,req_gpu_vram_gb,req_ram_gb,execution_time,sla_violation
32,250,8192,48,200,256,5,2409,26.7,114.0,39.06,58.81,6,1288,5.5,80.3,1.29,0
32,125,10240,16,450,256,9,3995,5.6,163.5,35.16,175.56,20,1447,7.3,65.9,19.71,0
24,250,2048,8,450,64,14,784,1.8,21.6,145.83,172.27,5,571,1.1,9.1,12.36,0
32,125,8192,48,200,128,18,1699,2.1,16.0,70.31,41.48,4,4294,13.9,7.9,0.1,0
24,180,8192,8,350,512,15,532,2.1,33.5,112.5,22.73,7,1154,0.7,141.1,3.69,0
24,95,8192,48,300,256,5,804,9.6,151.4,19.79,29.44,7,3500,25.2,59.1,12.71,0
8,250,10240,24,200,128,2,5468,4.5,33.6,62.5,106.8,2,1310,4.6,24.8,7.59,0
16,180,10240,16,450,512,2,1837,2.3,114.2,22.5,80.73,4,3039,4.5,106.4,15.29,0
24,95,8192,8,350,256,0,2067,1.2,59.4,0.0,88.31,5,463,4.5,105.5,8.95,0
16,95,2048,48,450,256,6,147,2.2,23.4,35.62,32.3,5,330,6.3,15.5,14.99,0
8,95,8192,16,350,512,1,941,0.6,215.7,11.88,40.2,3,871,3.3,96.8,19.51,0
16,250,2048,16,200,128,3,451,2.4,58.8,46.88,44.04,4,246,3.5,9.4,12.97,0
8,180,10240,8,200,64,4,2721,2.3,40.7,90.0,53.14,1,2622,0.7,10.5,15.66,0
8,125,8192,48,300,512,2,4701,20.1,93.2,31.25,172.16,2,1573,3.8,154.3,12.35,0
64,180,10240,16,300,64,6,849,0.9,27.9,16.88,24.87,16,986,2.4,26.2,4.31,0
32,180,4096,48,450,256,4,793,11.1,132.4,22.5,87.12,21,487,13.5,46.6,8.97,0
32,125,10240,16,300,64,5,2016,6.3,34.5,19.53,59.06,9,1656,2.0,7.6,18.14,0
32,125,2048,16,300,128,12,684,5.5,38.1,46.88,100.2,4,478,3.9,17.2,6.75,0
16,125,10240,16,200,128,1,2479,4.7,56.8,7.81,48.42,3,2618,2.9,17.3,12.22,0
24,250,2048,24,300,64,8,463,5.8,8.5,83.33,67.82,4,467,1.6,11.2,13.19,0
8,180,8192,48,450,128,1,3942,2.3,18.4,22.5,216.54,2,1675,4.8,33.5,4.11,0
64,125,10240,48,200,64,14,330,10.0,17.3,27.34,6.45,12,617,8.5,17.7,18.38,0
64,95,8192,8,300,128,23,3053,1.9,18.1,34.14,111.8,18,1794,1.7,83.3,17.5,0
24,95,8192,24,200,128,1,4316,1.7,73.5,3.96,105.37,2,1448,2.9,38.1,19.29,0
8,250,2048,8,350,128,1,706,0.4,6.1,31.25,120.65,3,136,1.6,9.8,0.95,0
24,250,2048,8,300,128,2,543,1.7,34.8,20.83,79.54,15,555,0.9,44.6,6.63,0
8,125,10240,8,350,128,1,2550,2.5,40.8,15.62,87.16,1,3369,1.8,27.2,12.93,0
64,250,4096,24,450,128,14,1095,17.7,32.5,54.69,120.3,11,2193,4.3,85.0,18.75,0
32,125,2048,16,450,512,9,570,3.3,277.5,35.16,125.24,9,231,8.4,104.7,5.1,0
24,125,4096,8,350,64,6,1307,1.5,15.3,31.25,111.68,7,848,1.3,4.1,3.19,0
16,250,10240,8,300,256,2,3082,1.2,82.3,31.25,90.29,2,860,2.1,107.9,3.24,0
24,125,10240,48,200,128,14,678,3.6,53.7,72.92,13.24,2,2058,2.9,16.9,6.63,0
24,250,2048,8,300,128,4,1341,1.3,16.7,41.67,196.44,16,472,0.9,32.4,9.08,0
64,180,2048,24,450,512,32,701,8.0,75.2,90.0,154.03,19,484,11.3,166.2,3.86,0
64,125,10240,24,300,128,20,4886,1.5,4.1,39.06,143.14,32,2546,4.5,34.4,2.58,0
64,180,10240,16,300,256,11,1935,7.8,33.6,30.94,56.69,33,4442,3.9,32.8,18.88,0
8,95,8192,16,350,512,4,6314,13.1,52.4,47.5,269.76,2,1009,2.1,170.0,8.54,0
32,95,4096,48,350,512,17,810,11.7,184.1,50.47,69.21,4,787,10.0,129.9,18.02,0
64,95,4096,48,350,512,13,1145,14.1,51.4,19.3,97.84,11,1100,14.2,103.3,14.43,0
64,95,10240,48,200,512,22,1698,8.8,72.2,32.66,33.16,8,4812,11.8,272.1,1.14,0
8,250,2048,48,200,512,3,464,18.1,172.0,93.75,45.31,2,587,10.8,94.3,7.53,0
24,125,2048,24,300,512,9,199,4.7,85.1,46.88,29.15,5,552,16.9,167.5,6.07,0
16,250,2048,24,350,64,3,540,3.7,9.5,46.88,92.29,2,510,4.8,6.5,17.17,0
32,125,8192,48,200,128,12,1141,11.9,41.9,46.88,27.86,14,1549,13.6,37.8,7.08,0
16,125,8192,24,300,256,3,2673,8.0,21.4,23.44,97.89,2,1419,7.0,127.7,2.85,0
24,180,8192,8,350,512,4,1802,1.8,42.9,30.0,76.99,4,1470,1.5,60.4,12.02,0
8,95,2048,24,300,64,2,282,15.6,13.0,23.75,41.31,3,335,4.6,8.2,13.81,0
24,95,8192,24,200,128,7,1708,5.1,16.5,27.71,41.7,3,1460,3.5,27.0,3.77,0
32,125,4096,24,450,64,8,342,16.2,10.8,31.25,37.57,6,810,1.9,34.6,19.69,0
8,125,8192,8,450,512,5,4661,3.4,197.7,78.12,256.04,2,1830,1.1,35.7,13.56,0
32,125,10240,16,450,256,10,2724,6.6,95.5,39.06,119.71,3,2420,2.0,47.5,0.09,0
24,250,2048,8,450,64,5,255,1.2,12.5,52.08,56.03,3,1601,4.0,8.0,10.14,0
16,180,4096,48,200,128,6,522,21.1,37.3,67.5,25.49,4,420,7.5,23.5,9.83,0
24,95,10240,24,300,256,8,3853,3.2,109.7,31.67,112.88,4,861,3.0,29.2,14.54,0
32,95,8192,16,300,256,10,1335,3.1,46.1,29.69,48.89,10,533,1.7,13.0,17.28,0
16,180,4096,24,200,256,3,2563,7.9,53.0,33.75,125.15,10,905,11.8,123.7,2.87,0
32,250,2048,16,300,128,8,234,1.6,60.2,62.5,34.28,2,483,1.6,12.2,3.9,0
24,250,2048,24,300,64,2,663,5.5,6.4,20.83,97.12,3,855,14.2,4.2,0.54,0
16,180,10240,16,450,512,3,3040,3.9,64.5,33.75,133.59,4,750,2.7,125.9,12.96,0
64,250,4096,24,450,128,48,1346,2.1,45.1,187.5,147.88,9,1445,6.6,20.8,7.76,0
64,250,8192,48,200,512,9,1596,5.6,185.6,35.16,38.96,35,693,4.2,107.2,11.1,0
32,125,2048,16,300,128,2,794,10.2,68.0,7.81,116.31,3,166,3.9,6.9,1.88,0
64,95,10240,48,200,512,12,2326,22.6,36.0,17.81,45.43,4,2368,6.2,161.0,15.23,0
64,250,2048,48,450,64,17,494,9.4,32.6,66.41,108.54,20,1313,27.6,10.2,8.33,0
32,125,8192,16,300,64,15,1973,4.6,13.5,58.59,72.25,4,1188,3.6,13.1,15.81,0
8,180,2048,16,450,64,1,1004,7.6,32.8,22.5,220.61,2,129,4.4,15.2,2.93,0
32,250,8192,8,200,512,11,4274,3.4,155.3,85.94,104.35,7,1288,1.1,37.4,16.24,0
24,125,10240,24,300,128,1,2323,2.7,36.9,5.21,68.06,7,2078,1.7,18.2,13.54,0
32,180,10240,24,200,128,2,1770,5.7,27.6,11.25,34.57,5,6267,7.0,32.7,12.96,0
8,180,8192,48,450,128,1,2388,8.0,31.2,22.5,131.18,3,980,31.0,6.6,9.67,0
8,180,2048,16,450,64,1,396,0.5,21.5,22.5,87.01,2,223,2.5,16.2,6.44,0
8,125,4096,48,450,64,1,939,12.0,28.8,15.62,103.16,2,479,30.1,6.6,17.97,0
32,250,4096,16,350,128,9,327,3.2,8.8,70.31,27.94,8,1480,3.9,28.2,18.38,0
32,250,2048,16,300,128,6,1800,0.8,28.3,46.88,263.67,3,117,3.4,72.0,11.12,0
8,125,10240,16,200,64,0,475,4.1,8.0,0.0,9.28,2,4681,4.8,9.6,16.04,0
8,125,8192,8,450,512,0,1498,0.5,322.0,0.0,82.29,1,2150,4.6,110.8,17.59,0
8,125,8192,48,300,512,6,6320,6.3,9.2,93.75,231.45,1,1158,2.5,95.9,9.45,0
32,250,2048,24,350,64,11,1018,10.7,20.0,85.94,173.97,17,809,5.7,18.0,11.06,0
64,125,8192,24,200,512,11,778,3.9,124.6,21.48,18.99,8,6593,2.2,100.5,5.42,0
8,95,4096,48,200,512,1,997,22.5,57.0,11.88,48.68,1,1672,22.5,230.8,9.78,0
16,125,4096,16,450,64,1,393,4.4,24.3,7.81,43.18,2,1043,3.2,3.7,2.03,0
24,180,2048,8,300,64,6,337,3.2,7.6,45.0,49.37,13,103,0.6,49.3,1.59,0
64,95,4096,48,350,512,17,1741,4.1,357.2,25.23,148.77,35,774,6.7,45.4,13.92,0
64,95,10240,24,200,512,19,8254,3.5,150.6,28.2,161.21,15,1384,7.4,223.9,19.03,0
64,180,2048,24,450,512,17,988,7.5,57.5,47.81,217.09,33,386,11.7,142.8,19.19,0
24,95,10240,24,300,256,2,7017,3.9,48.2,7.92,205.58,4,1603,5.9,63.3,12.83,0
16,95,4096,24,450,256,9,666,15.1,53.4,53.44,73.17,4,677,4.0,15.2,16.4,0
8,180,4096,48,350,64,1,415,12.3,5.6,22.5,35.46,3,2422,5.8,9.6,9.67,0
16,250,8192,16,350,256,1,947,4.7,55.8,15.62,40.46,10,4338,3.5,42.5,0.67,0
24,125,4096,8,200,512,5,1971,1.5,231.9,26.04,96.24,15,984,0.9,253.2,1.88,0
64,250,8192,48,350,512,43,310,13.0,190.7,167.97,13.24,11,1911,19.0,81.1,3.81,0
8,180,8192,48,450,128,2,938,20.6,68.4,45.0,51.53,3,1437,3.5,13.7,12.57,0
64,125,4096,16,300,128,18,1040,3.3,22.8,35.16,76.17,18,536,2.1,79.7,8.42,0
32,250,10240,8,200,128,8,2191,2.4,59.9,62.5,42.79,11,1235,1.1,7.6,8.67,0
24,125,10240,24,200,256,7,2054,3.0,118.1,36.46,40.12,4,1623,3.2,97.3,19.33,0
32,180,4096,48,300,128,6,901,13.0,64.7,33.75,65.99,2,342,15.4,24.5,9.94,0
64,95,4096,8,350,128,47,948,1.7,29.9,69.77,81.01,10,362,1.0,45.2,9.58,0
32,250,4096,16,350,128,12,282,4.9,16.6,93.75,24.1,14,1845,2.5,88.4,18.85,0
8,125,10240,8,350,64,2,1560,5.0,10.1,31.25,53.32,2,3706,1.8,15.2,14.37,0
24,95,4096,8,450,128,14,1451,2.3,13.5,55.42,159.41,7,1213,1.3,15.9,1.24,0
16,95,8192,48,200,128,4,409,31.9,45.3,23.75,9.99,3,2961,10.9,10.1,0.51,0
24,250,2048,8,350,256,15,949,0.7,87.3,156.25,162.18,7,922,5.2,35.5,11.99,0
8,125,8192,48,300,512,4,1843,12.3,129.9,62.5,67.49,2,697,9.4,78.8,1.43,0
64,125,2048,24,450,512,21,632,6.9,62.9,41.02,138.87,19,397,11.5,204.3,18.74,0
16,95,4096,24,450,256,1,913,7.2,69.7,5.94,100.31,5,825,6.4,62.0,10.92,0
16,180,2048,8,200,64,3,873,1.2,28.2,33.75,85.25,4,534,0.5,30.6,8.68,0
8,250,2048,8,350,128,2,312,1.3,31.1,62.5,53.32,2,233,2.1,34.7,14.15,0
24,180,2048,24,300,64,2,198,5.7,23.6,15.0,29.0,5,476,2.9,12.8,16.03,0
32,95,2048,24,200,64,6,507,11.0,2.0,17.81,49.51,8,267,3.1,7.6,12.09,0
16,250,2048,24,200,256,12,1024,0.5,71.9,187.5,100.0,2,359,6.0,64.3,16.94,0
8,125,8192,48,300,512,3,1789,8.6,100.4,46.88,65.52,1,440,6.7,133.1,8.13,0
24,180,10240,24,450,64,1,3117,14.9,22.0,7.5,136.98,2,2730,3.8,8.9,10.13,0
24,250,2048,8,450,64,3,316,2.5,6.3,31.25,69.43,2,316,2.2,37.7,5.5,0
32,250,8192,8,450,256,10,2753,3.0,32.7,78.12,151.23,9,1269,1.8,19.5,4.85,0
24,180,2048,8,300,64,14,143,1.0,13.6,105.0,20.95,6,317,1.9,18.2,7.03,0
24,95,2048,8,200,64,2,222,1.8,14.0,7.92,21.68,4,289,0.7,10.2,10.49,0
8,250,2048,8,350,128,2,554,1.1,35.9,62.5,94.68,1,264,1.9,21.1,17.66,0
8,250,2048,48,200,512,2,336,9.7,113.9,62.5,32.81,1,426,5.4,49.2,5.85,0
8,180,2048,16,450,64,1,1231,4.0,7.5,22.5,270.48,2,415,8.4,17.8,6.8,0
32,250,2048,16,350,64,1,1415,1.3,21.5,7.81,241.82,4,275,3.1,20.2,16.44,0
32,250,10240,8,200,128,1,2344,2.7,43.6,7.81,45.78,19,2348,3.4,25.7,15.48,0
8,95,2048,24,300,64,0,106,3.2,33.6,0.0,15.53,2,402,14.5,20.1,7.85,0
24,125,2048,48,200,128,1,462,17.2,7.1,5.21,45.12,5,544,4.7,20.6,0.77,0
8,95,2048,24,300,64,1,39,12.7,40.6,11.88,5.71,1,581,3.7,18.5,6.58,0
32,250,8192,8,200,512,5,4528,0.5,300.2,39.06,110.55,16,1581,2.6,97.0,9.91,0
64,95,4096,16,300,128,22,1596,0.3,4.8,32.66,116.89,12,1932,3.8,102.2,13.56,0
24,125,8192,24,350,64,6,2108,5.3,27.3,31.25,90.06,4,1431,7.6,15.1,13.34,0
8,250,4096,16,200,128,1,1247,4.2,31.0,31.25,60.89,1,1175,2.1,9.7,6.36,0
64,95,2048,8,300,512,14,577,0.9,59.9,20.78,84.52,27,1227,1.8,139.2,6.92,0
32,180,8192,24,350,512,3,2494,7.4,113.3,16.88,106.56,20,820,7.1,123.6,11.93,0
8,250,10240,8,300,512,0,347,2.2,255.6,0.0,10.17,2,802,2.0,32.4,6.61,0
64,125,2048,24,450,512,13,765,17.6,139.8,25.39,168.09,7,398,3.1,167.7,0.73,0
32,250,4096,16,200,256,8,1272,1.7,43.3,62.5,62.11,9,631,7.4,69.0,3.26,0
24,95,8192,16,450,64,8,2708,4.7,20.6,31.67,148.75,4,1538,1.3,12.7,10.14,0
32,125,4096,24,300,64,3,1375,4.8,4.2,11.72,100.71,8,587,12.7,18.2,0.2,0
64,95,10240,48,200,512,3,520,5.6,113.5,4.45,10.16,12,1583,5.7,265.3,17.33,0
64,95,4096,8,350,128,16,906,0.9,38.0,23.75,77.42,4,1086,0.8,6.9,11.14,0
16,125,10240,16,200,128,1,6609,7.4,53.9,7.81,129.08,9,2010,2.5,33.7,13.7,0
32,125,2048,24,350,256,13,561,3.0,154.0,50.78,95.87,17,344,2.6,74.0,10.98,0
32,250,8192,48,200,256,8,1118,7.9,46.0,62.5,27.29,10,1208,3.3,57.4,18.89,0
16,250,2048,48,300,512,1,482,8.3,139.2,15.62,70.61,5,759,19.1,256.5,13.97,0
16,125,4096,16,450,64,10,1932,8.1,28.7,78.12,212.26,2,1633,4.1,22.5,14.81,0
16,250,8192,16,350,256,2,1764,6.4,69.3,31.25,75.37,4,2120,1.4,68.3,13.84,0
8,180,8192,8,350,64,2,1992,5.8,32.8,45.0,85.11,1,2027,1.3,5.1,12.96,0
32,180,10240,8,200,128,1,122,1.7,82.2,5.62,2.38,6,859,2.3,12.6,16.69,0
24,125,2048,16,200,128,7,86,6.7,62.4,36.46,8.4,4,429,1.9,21.0,18.14,0
16,250,2048,24,200,256,3,186,2.3,155.9,46.88,18.16,3,188,2.2,62.4,10.32,0
8,125,8192,24,300,512,3,1983,2.9,147.3,46.88,72.62,2,1836,3.7,106.8,10.12,0
8,250,10240,8,300,512,2,683,1.3,75.7,62.5,20.01,4,5721,1.8,140.5,2.68,0
32,180,10240,24,200,128,4,1699,8.5,8.8,22.5,33.18,4,2379,3.9,36.7,5.99,0
64,125,8192,16,300,512,39,3573,6.1,126.6,76.17,130.85,10,3486,2.9,151.9,12.4,0
8,250,2048,24,200,512,0,1265,16.6,442.9,0.0,123.54,3,115,5.1,38.5,15.74,0
24,95,8192,48,200,64,7,2641,19.6,17.7,27.71,64.48,8,1915,4.9,32.4,8.05,0
32,250,2048,16,300,128,4,595,5.4,98.5,31.25,87.16,13,108,9.1,13.8,1.73,0
32,180,10240,24,200,128,11,3060,7.1,25.8,61.88,59.77,8,1439,6.6,23.2,18.49,0
64,125,8192,24,200,512,10,2125,2.4,105.7,19.53,51.88,48,2613,6.0,104.8,16.43,0
32,125,4096,24,200,64,10,875,16.3,30.2,39.06,42.72,7,416,6.2,11.7,11.25,0
64,250,8192,24,200,512,15,2917,3.9,107.0,58.59,71.22,5,511,9.1,222.5,19.69,0
64,250,10240,8,300,128,34,236,0.7,39.3,132.81,6.91,24,1942,4.1,7.1,4.96,0
8,95,8192,16,350,512,1,1577,1.9,106.9,11.88,67.38,3,4085,4.4,231.9,1.52,0
8,180,8192,48,450,128,3,1036,30.8,44.1,67.5,56.91,3,2324,12.2,31.5,11.24,0
32,180,8192,48,200,128,12,869,15.4,11.8,67.5,21.22,7,3858,4.6,101.6,6.58,0
16,180,8192,24,300,128,2,3383,4.4,35.9,22.5,123.89,8,1872,7.0,37.4,0.81,0
8,180,8192,8,350,64,2,459,4.8,41.7,45.0,19.61,2,1683,2.2,12.5,15.13,0
16,95,2048,48,450,256,5,855,11.7,56.6,29.69,187.87,4,306,11.8,26.7,16.43,0
8,95,2048,24,300,64,2,624,6.6,49.0,23.75,91.41,1,511,4.6,3.7,18.75,0
32,250,8192,8,450,256,10,3418,1.2,143.7,78.12,187.76,9,3055,3.6,35.4,5.76,0
64,250,4096,24,450,128,11,1284,8.2,20.5,42.97,141.06,14,595,4.6,12.8,15.86,0
8,95,2048,24,300,64,1,1202,4.5,25.2,11.88,176.07,4,611,1.6,20.9,6.03,0
32,125,10240,16,300,64,1,594,1.9,17.5,3.91,17.4,7,2524,2.0,4.7,11.05,0
16,125,4096,16,450,64,2,2073,2.8,34.5,15.62,227.75,2,870,10.0,12.1,8.19,0
24,250,10240,24,350,64,14,2219,4.3,24.6,145.83,75.84,7,3957,2.7,18.3,11.05,0
16,250,2048,16,200,128,2,408,0.4,22.5,31.25,39.84,4,596,4.1,24.0,11.29,0
32,250,2048,24,350,64,2,659,1.5,30.4,15.62,112.62,9,319,9.1,28.4,8.84,0
24,250,2048,24,300,64,13,423,6.3,21.0,135.42,61.96,6,296,7.9,26.5,14.1,0
24,125,10240,24,200,256,6,2530,4.3,121.7,31.25,49.41,12,2263,4.8,50.2,14.0,0
32,250,2048,8,300,256,8,473,1.7,60.9,62.5,69.29,7,440,2.1,53.7,13.53,0
64,125,10240,48,200,64,2,3209,2.2,35.4,3.91,62.68,14,1367,19.6,9.1,17.12,0
32,180,4096,48,300,128,2,298,8.8,51.0,11.25,21.83,4,313,10.1,31.3,2.58,0
32,180,4096,48,450,256,8,808,17.3,86.0,45.0,88.77,7,786,7.8,56.2,15.17,0
8,180,4096,48,350,64,4,1787,2.1,15.6,90.0,152.7,1,900,28.0,16.4,17.08,0
32,250,10240,8,350,512,16,4074,1.0,343.1,125.0,139.25,3,917,1.2,28.0,11.41,0
64,180,10240,8,350,512,36,1202,2.4,323.6,101.25,41.08,8,3539,1.2,76.7,0.01,0
32,125,4096,24,300,64,2,1928,10.4,33.0,7.81,141.21,15,525,1.4,8.6,9.93,0
64,125,2048,24,450,512,4,760,0.3,200.5,7.81,166.99,10,245,7.0,182.8,16.2,0
32,125,2048,48,200,64,5,982,9.5,28.6,19.53,95.9,4,417,7.7,22.2,19.18,0
24,125,10240,48,200,128,11,735,11.4,56.6,57.29,14.36,4,2018,7.0,11.2,14.15,0
24,95,8192,48,300,256,14,2381,19.4,39.0,55.42,87.19,6,2049,7.6,38.3,18.38,0
24,95,4096,16,300,64,7,387,7.3,0.9,27.71,28.34,7,620,3.8,7.6,15.11,0
64,95,2048,48,200,512,16,687,26.1,301.8,23.75,67.09,7,1135,8.0,98.1,10.87,0
16,250,2048,48,300,512,3,136,19.3,126.2,46.88,19.92,5,952,4.6,151.9,17.36,0
32,250,8192,8,200,512,15,1857,2.3,328.8,117.19,45.34,6,2226,0.4,144.0,2.19,0
8,95,4096,48,200,512,2,1275,21.4,72.9,23.75,62.26,1,708,12.6,116.6,8.65,0
8,250,10240,24,350,512,1,2181,10.6,42.5,31.25,74.55,3,2309,3.7,126.8,2.17,0
8,250,4096,16,200,64,0,1016,6.9,15.6,0.0,49.61,2,967,1.8,25.2,16.75,0
8,250,2048,48,200,512,3,364,8.8,102.5,93.75,35.55,2,171,12.1,153.5,9.69,0
24,95,8192,16,200,256,9,3523,5.8,81.2,35.62,86.01,2,3513,2.0,70.4,0.97,0
24,125,10240,48,350,512,7,4373,4.7,3.3,36.46,149.47,10,3681,4.7,98.4,17.78,0
24,95,4096,8,450,128,4,1235,1.9,33.0,15.83,135.68,15,893,2.3,14.4,10.88,0
32,95,2048,48,450,128,6,364,6.7,17.8,17.81,79.98,10,549,11.7,44.6,9.42,0
32,250,2048,8,300,256,12,538,0.7,173.1,93.75,78.81,8,418,1.6,28.6,19.95,0
16,250,2048,48,350,256,1,454,19.1,42.4,15.62,77.59,2,484,8.7,177.7,17.27,0
64,95,4096,8,350,128,7,308,0.4,12.1,10.39,26.32,5,2616,1.1,15.7,6.88,0
24,95,8192,24,300,128,16,2793,3.6,14.2,63.33,102.28,5,1301,2.8,8.0,10.38,0
8,180,8192,8,200,128,5,1580,4.3,29.2,112.5,38.57,1,2130,1.7,35.6,18.52,0
32,95,10240,24,300,64,8,3805,4.4,20.4,23.75,111.47,10,4866,4.2,40.0,12.45,0
32,125,4096,24,200,64,10,537,1.4,23.2,39.06,26.22,3,297,12.5,28.6,10.29,0
24,95,2048,16,450,512,7,714,1.7,201.1,27.71,156.88,7,375,3.5,60.1,14.22,0
8,250,10240,24,200,128,2,950,1.0,20.5,62.5,18.55,2,8442,4.5,31.6,10.08,0
24,250,2048,24,300,64,1,132,2.1,26.4,10.42,19.34,7,223,9.5,7.4,16.24,0
64,125,10240,48,200,64,41,1976,17.2,18.6,80.08,38.59,16,1531,10.1,12.0,16.74,0
64,250,8192,48,200,512,28,2745,1.4,209.1,109.38,67.02,11,977,4.3,78.4,6.14,0
24,95,8192,24,350,64,3,1322,0.9,23.5,11.88,56.48,8,2449,6.8,11.1,6.14,0
64,95,10240,24,200,512,47,2837,8.4,78.1,69.77,55.41,8,2400,5.5,58.4,8.91,0
8,180,4096,8,200,128,0,557,2.2,11.2,0.0,27.2,3,914,3.7,9.9,14.91,0
64,95,2048,8,300,512,6,957,2.7,223.7,8.91,140.19,23,441,4.5,140.8,8.03,0
32,180,4096,48,450,256,7,1304,10.9,77.9,39.38,143.26,3,582,6.7,50.4,18.3,0
64,250,8192,48,350,512,10,952,11.2,183.2,39.06,40.67,14,4383,6.4,128.1,16.01,0
16,95,2048,48,450,256,5,587,6.8,29.6,29.69,128.98,4,486,23.9,51.2,1.74,0
8,250,2048,24,200,512,0,859,3.1,184.3,0.0,83.89,1,617,6.4,51.8,19.95,0
32,125,4096,24,200,64,12,1609,9.0,8.8,46.88,78.56,2,1338,6.0,18.9,18.71,0
24,125,8192,24,350,64,15,3779,13.9,18.8,78.12,161.46,4,1836,5.6,3.8,2.86,0
64,95,10240,24,200,512,25,2028,6.7,40.4,37.11,39.61,13,2241,5.2,204.2,3.98,0
16,180,10240,8,300,512,3,3727,6.7,109.9,33.75,109.19,2,2831,0.7,139.8,4.52,0
24,125,10240,24,200,256,14,7855,4.1,53.0,72.92,153.42,5,1761,4.8,75.6,13.12,0
8,125,10240,24,300,256,2,2612,6.0,95.9,31.25,76.52,5,855,15.7,116.6,6.55,0
8,250,10240,24,200,128,0,644,3.7,39.8,0.0,12.58,1,1766,5.2,23.4,12.3,0
16,125,10240,16,200,128,5,2184,4.9,22.1,39.06,42.66,7,2237,4.3,96.7,12.05,0
64,95,8192,8,300,128,17,1096,0.5,2.0,25.23,40.14,6,4149,3.8,32.7,5.55,0
64,250,10240,48,300,512,15,1349,41.2,128.1,58.59,39.52,10,2257,2.4,63.4,9.02,0
8,125,10240,8,200,64,1,8167,1.4,28.0,15.62,159.51,5,595,0.7,16.3,13.45,0
24,95,8192,8,350,256,3,4697,1.2,112.3,11.88,200.68,10,1234,2.1,55.2,3.8,0
16,95,8192,24,200,128,1,2642,5.3,31.6,5.94,64.5,14,3243,3.1,20.2,2.13,0
8,125,4096,16,200,128,2,1412,7.7,51.7,31.25,68.95,2,397,5.8,29.9,19.3,0
24,95,8192,16,200,256,18,1583,4.5,79.2,71.25,38.65,2,943,2.9,24.3,16.32,0
16,125,4096,48,200,256,2,1581,9.3,55.4,15.62,77.2,4,272,7.3,75.1,3.53,0
32,250,4096,16,350,64,19,1204,8.1,4.4,148.44,102.88,7,856,1.6,9.0,7.79,0
8,125,4096,16,200,128,1,321,6.4,7.0,15.62,15.67,1,301,8.1,48.8,4.94,0
8,125,4096,16,200,128,0,1751,3.3,67.4,0.0,85.5,1,292,10.4,24.7,17.18,0
32,180,4096,48,450,256,4,1658,12.8,100.0,22.5,182.15,4,1143,9.9,25.4,4.2,0
16,180,10240,16,450,512,2,3025,2.2,156.4,22.5,132.93,8,2712,9.4,133.9,6.18,0
8,250,2048,48,300,256,1,306,17.3,21.4,31.25,44.82,1,542,3.3,20.8,1.66,0
64,180,10240,8,350,512,15,5451,3.9,163.9,42.19,186.31,10,902,0.5,81.9,8.34,0
24,250,2048,8,300,128,5,244,0.6,58.5,52.08,35.74,4,673,2.9,60.6,18.17,0
64,125,8192,24,200,512,21,6615,3.5,153.1,41.02,161.5,7,1044,14.5,105.5,13.59,0
8,95,8192,16,350,512,6,2317,1.3,237.3,71.25,98.99,1,4202,6.9,153.6,8.4,0
16,180,2048,16,450,64,4,979,5.8,4.1,45.0,215.11,2,572,6.5,4.1,7.2,0
16,125,4096,48,350,64,1,978,12.7,3.8,7.81,83.57,5,2463,3.1,19.6,5.93,0
16,95,10240,8,200,512,7,3944,5.0,60.5,41.56,77.03,4,972,1.2,57.1,6.44,0
24,250,2048,8,350,256,5,185,4.9,55.5,52.08,31.62,7,1210,2.0,53.1,5.56,0
32,125,10240,16,450,256,10,4472,8.8,135.2,39.06,196.52,8,1141,2.0,94.0,1.07,0
8,95,8192,48,350,512,2,2477,16.5,205.1,23.75,105.83,2,1055,2.7,94.7,14.76,0
24,95,8192,16,200,256,14,1345,2.5,53.6,55.42,32.84,7,1023,3.5,32.3,3.42,0
24,95,4096,8,450,128,6,818,0.9,22.0,23.75,89.87,13,281,4.7,33.7,9.74,0
16,95,10240,16,300,64,4,1478,2.3,34.6,23.75,43.3,5,3557,8.5,18.7,7.63,0
8,180,8192,48,450,128,3,2074,16.2,41.4,67.5,113.93,3,2079,3.7,18.4,12.01,0
24,95,4096,48,200,128,9,1260,39.9,9.1,35.62,61.52,2,901,4.3,14.2,1.85,0
32,95,8192,16,300,256,15,1750,6.0,100.2,44.53,64.09,8,5536,2.0,32.3,10.85,0
32,250,2048,8,300,256,8,508,1.6,100.5,62.5,74.41,21,158,1.1,54.3,15.04,0
32,95,8192,16,300,256,8,2938,5.6,22.8,23.75,107.59,7,586,6.0,61.8,8.47,0
32,250,8192,48,200,256,5,1761,16.4,43.3,39.06,42.99,4,2205,2.7,63.3,5.99,0
8,180,8192,48,450,128,4,3307,10.4,12.7,90.0,181.66,1,1533,6.9,18.5,4.88,0
32,95,4096,8,450,512,1,1454,1.0,126.2,2.97,159.74,8,479,1.7,67.1,13.69,0
8,125,10240,8,350,64,1,5269,1.5,18.0,15.62,180.09,2,2883,1.3,39.6,3.06,0
8,125,10240,8,350,256,1,1422,1.4,54.8,15.62,48.6,5,2215,1.5,31.6,6.63,0
